"Gene","GO.terms","ModuleColor","GS.ambient","GS.normoxic","phase1_treatment.GS.both","phase1_treatment.GS.control","phase1_treatment.GS.hypoxic","phase1_treatment.GS.warm","p.GS.ambient","p.GS.normoxic","phase1_treatment.p.GS.both","phase1_treatment.p.GS.control","phase1_treatment.p.GS.hypoxic","phase1_treatment.p.GS.warm","MMlightyellow","MMcyan","MMmagenta","MMdarkorange","MMpaleturquoise","MMsaddlebrown","MMroyalblue","MMdarkolivegreen","MMyellowgreen","MMmidnightblue","MMsteelblue","MMdarkmagenta","MMgreenyellow","MMdarkred","MMlightcyan","MMpink","MMdarkturquoise","MMblack","MMorange","MMgreen","MMsienna3","MMblue","MMgrey60","MMskyblue","MMlightgreen","MMbrown","MMdarkgreen","MMwhite","MMpurple","MMyellow","MMdarkgrey","MMsalmon"
"LOC111132406","GO:0000225;GO:0005783","orange",0.370990659839853,-0.503867766965199,0.188511988021871,0.0202926687814214,0.404760075332725,-0.60037573259394,0.107317197226833,0.0235032726796438,0.426065286235399,0.932327853735294,0.0766857405013008,0.0051277175895475,-0.213227757881621,-0.415539654992736,-0.27260962665968,0.0366338566100773,0.138223402323828,0.108983205141346,0.153223665268494,0.184311330213052,-0.188157412576118,0.131886443036648,-0.407835318940947,-0.422445084976969,-0.423023104635778,0.0129125255847647,-0.371584328663883,0.441982408324586,-0.106862950618742,0.184679443434789,0.404134403738966,0.290223926048656,-0.188849542188994,0.0598009828446142,0.103095830166758,0.310433732365599,-0.0274962676057438,-0.118512518058191,0.0650348806845866,-0.21976234629846,0.0459402073800189,-0.24347669940618,-0.144961425877857,0.248952821280448
"LOC111132409","GO:0003950;GO:0005634","black",-0.232157785288713,-0.340528273663819,0.395705601811032,-0.276319442899551,0.0257000230351431,-0.0988081888662008,0.324656677011011,0.141789715524285,0.0841660830039905,0.238276631659353,0.914352141106321,0.678546197262874,-0.0878559913355621,-0.334895912893888,-0.405537626388903,-0.102994987318227,0.0309286004155957,0.161359164882691,0.115341433031744,0.0123593407350944,0.0845636053451775,0.467118342873788,0.165185911286989,-0.0379075687093299,0.0194546383714522,-0.236740741877827,0.156410229884376,0.383239938150085,-0.23271086210828,0.590263005795143,0.319841341658693,-0.15238946555787,-0.484036685463042,-0.232989259495812,-0.162318382119918,-0.113089285755988,-0.355668436285543,-0.0653977278591046,-0.301753036281806,-0.118837258846257,0.0457721863872454,-0.174420666517856,0.294178749957045,0.283731855999195
"LOC111132411","GO:0004725;GO:0005829;GO:0006470;GO:0007165","brown",0.188580833841536,-0.18608669982907,0.106989180227216,0.0960954952556275,0.114964969763825,-0.315495253995113,0.42589323263891,0.432149952025241,0.653464684969124,0.686936802090757,0.629351737990203,0.175418351392018,-0.0850140133745196,0.0286188317335863,0.111469589034728,-0.0418928507703443,-0.0538493998212089,-0.225213122291382,0.505192569281024,0.387917455637382,0.246621987098657,-0.321183592977843,-0.0789342404440124,0.438619615359972,0.0592156696245969,-0.203126555642887,-0.203923598272096,-0.186284019357019,-0.255555614671878,-0.406329375199651,-0.617641540483393,-0.0450347803047608,0.312078957637881,0.319714399252126,0.0122764298880033,-0.191504477639729,0.396614101381936,0.407235822444681,0.458937739936909,0.533421397466823,-0.126696339197483,-0.00778420502705349,0.0666504841532682,-0.0684561239386025
"LOC111132416","GO:0005506;GO:0016705;GO:0031418","grey60",0.482520698096477,0.0118843352257523,-0.175197857649162,0.383810911476889,0.148186786796945,-0.392533227252991,0.0311796839817253,0.96033943660148,0.460026922060864,0.0947953394986644,0.532957636535869,0.0869103952304715,0.104148685028821,-0.34077029529651,-0.343757012691461,0.0108615520110578,0.0737255681410063,-0.00258394168825551,-0.205764764198446,0.578841788897215,0.358208100678296,-0.0148334125476794,-0.0682520733586749,-0.381672799329233,-0.333290415268214,-0.0481187119068366,-0.183519061350192,0.160286749733514,-0.0258251936751376,0.0394719410806538,0.212107140997463,0.0952872385021316,0.0123835923818204,0.424643946714405,0.546256119803937,0.451407375949463,-0.108313747674821,-0.0920970636536206,0.139980907420223,-0.236073913888182,-0.146005976677657,-0.225150298934604,-0.138348308598077,-0.136220293767541
"LOC111132418","GO:0043291","brown",0.0305676002621869,0.195031305486425,0.0511975463242456,0.289603633166853,-0.271368177924015,-0.0824137663755353,0.898204744289516,0.409938019578126,0.830266665630954,0.21552861876824,0.247136648351979,0.72977696586275,0.0532665577546515,0.00270668132234575,0.156119323506718,-0.214208180387968,-0.0615963718139835,-0.0766577767788512,0.115282719767684,0.316594446574186,0.14459622040634,-0.374789580162822,-0.0921789055926939,0.400880549539204,-0.0547354330723929,-0.238866019859875,-0.0924011503646825,-0.259388504345442,-0.239126973019662,-0.123964531751363,-0.435651884765666,0.167732357433952,0.400900644347758,0.487089574335788,-0.0429995791351799,-0.14754868195117,0.184169208727716,0.771973347324286,0.583217030994339,0.557756357601275,-0.210487631277822,-0.151014218591129,-0.152541648169434,-0.278721413090467
"LOC111132428","GO:0004674;GO:0005524;GO:0006468","lightyellow",0.223973116818605,0.110428788507199,-0.0875287310930375,0.286632155534742,-0.0460174403787544,-0.176469941807545,0.342478815971298,0.643023485268304,0.713662827542954,0.22048803166166,0.847235816759459,0.456723615299141,0.906454876219861,0.451150483131802,0.00182823668330428,0.0577841062015495,-0.165357102259755,-0.183476344530029,-0.0721885720522419,-0.126259609981118,-0.123094996261382,-0.0906549224244376,-0.133320460911608,-0.0310610928488223,0.207312249650678,-0.133787832840214,-0.102273233975564,-0.145479249253989,0.0278697163302491,-0.0387459584953875,-0.0286986275791302,-0.0578928827044689,0.0490629302303786,0.016004963544188,0.188200987933415,0.0133275391280293,-0.052131629599305,-0.180021675533771,-0.185879167569801,-0.210528226762264,-0.0979252962302783,0.141038178938795,-0.0370999230050249,-0.129221280841724
"LOC111132431","GO:0005515;GO:0005829;GO:0009653","midnightblue",-0.269777543248517,-0.238847091491197,0.348039816284394,-0.248379169155914,-0.047090994589888,-0.0115546110287588,0.250027128603291,0.310509041439144,0.132649690365053,0.291003137328015,0.843713462223042,0.961439002098231,0.211567581603702,0.186370832528905,-0.32643708243568,-0.218086968794876,-0.0151581191207955,0.0567894360747915,0.48587478334097,0.133215946322637,0.418086349956645,0.711471633002308,0.445280491131335,0.24292959668354,0.563398725767248,-0.0807049488105624,-0.108796217742893,0.231815138202393,-0.148939852732987,0.222700714620965,0.16221281965291,-0.135188416514869,-0.681953399408919,-0.580451193730303,-0.39452494899463,-0.265871350519569,-0.282546858105958,-0.406098731728669,-0.447755360058709,-0.303277779421746,0.0398075478621526,-0.209225685062512,-0.00116654863744625,0.0654144019644652
"LOC111132438","GO:0005201;GO:0005577;GO:0007596;GO:0030674;GO:0034116;GO:0042730;GO:0070527;GO:0072377","grey60",0.352557648909553,-0.278832055218329,0.141651482879803,0.203681551867564,0.189501606978106,-0.53590993497024,0.127357533344508,0.233859857813636,0.551367921147344,0.389061099325141,0.423595679423857,0.0148695243707569,0.398960225266677,-0.144691041395247,-0.449659114327937,0.281351593875929,-0.0127185890294241,-0.100615255417983,0.130153039824471,-0.206572039326746,-0.31132921400687,0.119870192158685,-0.276064200826416,-0.316702035019251,-0.184370789808131,-0.0933545401573006,-0.321269892010181,0.399533925009583,0.0436809801745313,-0.194185927604308,0.307038291392131,0.375178704317698,-0.213147367770043,0.157374162542387,0.174713592131986,0.0177469372494026,-0.378983099804596,0.0776602040605495,-0.255721708024137,-0.336156249155688,0.0109258826597087,-0.0992549096937554,0.0787709399406595,0.183425948937459
"LOC111132439","GO:0005615;GO:0062023","lightgreen",0.170137753481313,0.232029484815094,-0.151988065975036,0.303934856163292,-0.126181020985974,-0.0550728353960526,0.473286877225712,0.324931714343453,0.522381786528677,0.192644288561387,0.596049164711735,0.817618595569175,0.412020700841414,0.358961568242469,0.158393883330358,-0.145476884780267,-0.254042788124928,-0.277961246702692,-0.20616113461127,-0.0672326504469938,-0.256926849485863,-0.42346118462098,-0.33776662136003,-0.148469342564434,-0.0869662149567085,0.311069642890982,0.116208743851516,-0.29044666531216,0.356613249339497,0.28199152113255,0.00832208368329054,-0.16094757053486,0.254088027087243,-0.0367428187861186,0.0206390230440471,0.043899085736369,0.502995082763895,-0.052218114720713,0.259893617489546,0.0325763304722136,-0.149254954309293,0.257570561950449,-0.219315990874994,-0.362395557146956
"LOC111132440","GO:0004197;GO:0006508","blue",-0.0541801202005352,-0.321925338358503,0.24901920444528,-0.190945937816015,0.139829967189885,-0.167785868614003,0.820528489004264,0.166306182608729,0.289721028322955,0.420005112125927,0.556549583995282,0.479514654382398,-0.439764349076544,-0.684601102745336,-0.117106241857728,-0.119911266799688,-0.000396979506550798,0.335237716558369,-0.274275262260997,-0.180167324268582,-0.398648543901875,-0.41485988795208,-0.320236031369773,-0.377440052296578,-0.774786694088808,-0.00486582008826165,-0.0396901770838865,0.118226640894604,-0.0648455038284959,0.271995752775039,0.269599829014744,0.473659692092391,0.460766056469957,0.690920863931985,0.472229938246364,0.157690146652215,0.11401787183479,0.47327394466956,0.249256159637544,0.199267979466806,-0.109622116984445,-0.160053857005809,0.161456932889501,0.0645624311752454
"LOC111132445","GO:0004350","black",-0.144761449442599,-0.407937206180589,0.345238461249135,-0.298672043925856,0.149766537692738,-0.152599386633549,0.542571458634465,0.0741820274962792,0.13600824817343,0.20084981336282,0.528550494336487,0.520690234761489,-0.109812373399575,-0.239199091814036,-0.208770190144083,-0.0613766776440368,-0.151709648280646,-0.05583733223951,-0.135759436836836,-0.0993827975329365,-0.146268715484784,0.187696364264546,-0.0488210212640894,-0.28545609776943,-0.195265476537007,-0.085692499545487,0.0739598903643767,0.144586153654762,0.00895101315209645,0.926547490473473,0.549432397810311,0.015356912288004,-0.124699345309681,-0.0518448321238108,0.159961550036141,-0.0785756683831581,-0.142955396246007,-0.142149842222761,-0.254538331969331,-0.260290023263466,-0.034594506263902,-0.247933595146415,-0.0700607258585583,0.164627283647579
"LOC111132463","GO:0004842;GO:0005515;GO:0005737;GO:0008270;GO:0016567","darkolivegreen",-0.243937138404124,-0.0889546643747966,0.182728913733106,-0.201895225536584,-0.0665966116115023,0.111464694623883,0.299997196705877,0.709190980620525,0.440649452869351,0.393323072305979,0.78027434048518,0.639891383854764,0.149934831822043,0.179870267548732,-0.137210952367445,-0.302525592914508,-0.131663066477318,-0.0859560472273304,0.255760843685752,0.45255557129457,0.413917914074427,0.0863725316419924,0.0983021994447963,-0.152682329535372,0.0881980559346126,-0.282092794579294,0.158850578743318,-0.0166809227220675,0.323847976868609,0.391906580655206,0.217179355778525,-0.206414757863832,-0.149676126194691,-0.134506748862618,0.151396095620623,-0.077923757596655,-0.0631237656932188,-0.347410528379571,-0.191778904128141,-0.316569152840228,-0.165027828233353,-0.124185981880981,-0.0778550522144604,-0.184169206663828
"LOC111132476","GO:0046983","greenyellow",-0.17607855502958,0.39105413493224,-0.110232476002594,0.137163059438556,-0.347458595751539,0.304127257525522,0.4577386561549,0.0882122132474228,0.643617699658385,0.564175007375217,0.13334164591603,0.192348638452117,0.47502730416512,0.315571973703838,-0.213542369207165,0.191440979505824,0.391129731755282,0.326364752264254,-0.0970275972071467,0.0597188732103166,0.443106535121382,0.590822989575813,0.537067625101093,0.27759645965053,0.618219532235127,-0.0689159534875086,-0.0938640404514999,-0.0358729772879683,-0.196815669286373,-0.258104973685987,0.0126811092238959,0.13089525946746,-0.435396112335495,-0.326870657374361,-0.250676202491566,-0.231485675580963,-0.22996670915221,-0.258702309379899,-0.350266465210014,-0.237270963041545,-0.1628333141402,-0.136473134499674,-0.181712576144494,-0.229099622012815
"LOC111132479","GO:0000785;GO:0003677;GO:0005634;GO:0006338;GO:0010468","saddlebrown",-0.35591888938546,0.0434304471229023,0.0693271436597653,-0.278730103297194,-0.113939456939515,0.344877999345622,0.123518781940588,0.855735142473065,0.771490019429687,0.234038033918364,0.632432626667476,0.136444720937768,-0.0322661449544284,-0.125629547231694,-0.224113388270163,0.0309489724203939,0.638062974430529,0.931235779754568,0.150051461030816,-0.0725637233229779,-0.121134909173553,0.385911930565016,-0.0726368934420145,-0.174472526037668,-0.0241630834103719,-0.0760473672193156,0.055915353208502,0.234820225850342,-0.0509832278542825,-0.0157624545645696,0.269710041195077,0.067938178783412,-0.340420605832658,-0.244675287650897,-0.160532735785836,-0.232474284635746,-0.26761311868936,-0.112026626261709,-0.343047596125566,-0.190458206614024,0.0210682747834304,-0.0590564004660791,-0.0260063583079705,0.032119132448869
"LOC111132480","GO:0003677;GO:0006355;GO:0046983","darkgrey",-0.0901746268641278,-0.154218186002883,0.401418327192229,0.0850688438357691,-0.193631160673529,-0.267211608189498,0.705372324381157,0.516223438464297,0.079386498188563,0.721398340695895,0.413373367820406,0.254735196322343,-0.1439123762588,-0.562881071972863,-0.541594061514677,0.135453868054617,0.219217644300921,0.159542507468092,0.173177715459417,0.211633303718553,0.218823160238883,0.199613374350267,0.0790895592288334,0.0441353500595284,-0.167371358460495,-0.110294935987141,0.0271825960438067,-0.158589292511854,-0.351872697151525,-0.253843870423004,-0.048389521767126,0.370096349583018,-0.273833713552582,0.274224188176068,0.0226215301240022,-0.0562829035893325,-0.381635153865937,0.267481852971754,-0.23314356736459,0.188735904388768,0.125698935668611,0.0341087931637092,0.534756486550055,0.337197563709287
"LOC111132484","GO:0003676;GO:0008270","black",-0.269193750173616,-0.221691360868105,0.478755237327581,-0.115023008570458,-0.187551162094615,-0.132975071849467,0.251093378185602,0.347547200503683,0.0327169018085767,0.629177550892462,0.428470363938376,0.57624143854087,0.0792459465105661,-0.0461727964799687,-0.0938439490474577,-0.161516425467746,-0.134827938497779,-0.00520356274249076,-0.0565620752849684,-0.14110969566188,-0.194433322321456,0.101679412099572,-0.117265829714019,-0.137781602607015,-0.0882617923104415,0.163193487749664,-0.0272583392290503,-0.00501333170168208,0.00516788963647501,0.880323149449855,0.441570327998484,0.0134347673330261,-0.121567944634747,-0.150808497323246,-0.0536236878097392,-0.153088016812185,-0.0690976457102737,-0.0911122325998454,-0.193117882813689,-0.153935755334343,-0.179202396862769,-0.236578882673244,0.0554070757667295,0.0724023921364321
"LOC111132487","GO:0003924;GO:0005246;GO:0005525;GO:0005886","brown",0.282588138318513,0.199815421530102,-0.0112694025047649,0.513870354808847,-0.219160213233243,-0.314258824636279,0.227356734555555,0.398317643390614,0.962390170702497,0.0204651675574153,0.35322023184082,0.177208736367439,-0.0763366364335293,-0.252794775502596,-0.191976878487738,-0.0813378692388164,-0.0117768802821026,-0.0568163657501975,0.391031354740553,0.318790891099238,0.0706613932637517,-0.20901754173223,-0.19647797377082,0.239592106759629,-0.186539478320858,0.157924145759511,-0.103897003090895,-0.070305363138928,-0.192198371807261,-0.142688303799061,-0.319005967991427,-0.0512499947600282,0.145172989529592,0.481791998165806,0.0463606289932185,-0.0601071154840709,-0.149376400048716,0.802861944833053,0.433604014394524,0.37447360418756,-0.151634307504007,-0.281309349952559,-0.133335378047749,-0.13481188565523
"LOC111132492","GO:0004499;GO:0050660;GO:0050661","black",-0.105750520792579,-0.196387706028994,0.240260460544183,-0.11829086821318,0.00368918954539751,-0.100445008193894,0.657240095959537,0.406624845999564,0.307568183350633,0.619400637437311,0.987684196674024,0.673500853604233,-0.344729296401431,-0.521101801787446,-0.358501910624181,-0.0691248425951933,-0.105561613780496,-0.0455468133498309,-0.218976121858265,0.104738064434942,0.229661239741234,0.129288926655565,0.304630596190178,0.0132502697204025,-0.216514980376463,-0.214574341543237,-0.187183068889399,-0.078628233231029,-0.0703567886824515,0.50868318770721,0.244658333401803,0.279891590114082,0.00772246476844303,0.414420982032958,0.223475216567281,-0.0677378638536883,-0.203342362477336,0.43623335208119,0.0158273893514387,0.129390054426874,0.00864154052867895,-0.292747004434446,-0.0403561781109611,0.0902632673832776
"LOC111132495","GO:0005829;GO:0010181;GO:0016491;GO:0050660","lightcyan",-0.299144476690877,0.234219687314054,-0.146752756789437,-0.198579976997014,-0.133533543546905,0.479255227162037,0.200103855655372,0.320255593874146,0.53697289660822,0.401300960276908,0.574625959970822,0.032509442184148,0.272771577742243,0.205127637972473,-0.0685725669263727,-0.113450056178667,-0.0736579023752783,0.112459794403721,-0.155854663298961,-0.294188122513938,-0.221166845670726,0.0840494345302406,0.00320975671754232,-0.197437765027735,0.0949417604943931,-0.158680079419367,0.827493288664015,-0.0235565141151455,0.212109708621352,0.329045005774401,0.188573234875038,-0.323731012578552,-0.203537475470604,-0.372811138044667,-0.124090511131856,0.0353711304866656,-0.0580660936900825,-0.293220797139519,-0.300075360423456,-0.232398791414877,0.104287575206005,0.332399758772356,-0.0309736321935311,-0.133452962026267
"LOC111132498","GO:0004672;GO:0005524;GO:0006468","salmon",0.138799506644404,-0.506349305204902,-0.0538366356883039,-0.446011989588474,0.631483214727163,-0.109736338474421,0.559490504829925,0.0227182181051397,0.821648714594425,0.0487141748442067,0.00282373943501588,0.645120376189063,-0.306063570414574,-0.33748912246881,0.14640444564942,-0.201856308261319,-0.0705058980752144,0.215851552256032,-0.161461746632016,-0.30327545785356,-0.272865765150238,0.0249327383507985,-0.0348198153934884,0.0866256083596489,-0.145819550183868,0.0366294897095552,-0.0992741951536419,0.169158483399503,-0.34446282322051,-0.059519923516388,-0.152271957880233,-0.043211312647509,0.0696353118551053,-0.0769528865849602,-0.162910615992155,-0.0384635598618576,0.296290246745942,0.0161970971310851,0.0977026828470308,0.358810339403902,0.337695605117623,0.279397329161216,0.28233973862313,0.673147394282792
"LOC111132499","GO:0005085;GO:0005765;GO:0006605;GO:0016192;GO:0031085;GO:0031267;GO:0031410;GO:1903232","grey60",-0.245341781872919,-0.371581574650841,0.357655466645166,-0.357557231889668,0.0965267588646361,-0.0485117207551142,0.297135019954531,0.106715023789617,0.121568155614415,0.121677907884445,0.685600476274475,0.839056427591169,-0.00529511868728736,-0.00900457634280677,0.0370546666926228,0.174640026345712,-0.270304876961722,-0.310811543478546,-0.157011052640484,-0.238854251455367,-0.0907012820140132,-0.172228384421646,0.0198578004636401,-0.345125497207638,-0.189968272165197,-0.120814694041751,-0.0493660078112965,0.0223016597465018,0.288149588531874,0.0116712027995893,0.392190301046564,0.541141803151161,0.257172505717654,0.247250379432189,0.499039334422737,-0.100556489469159,-0.175616919424158,-0.296543806621767,-0.424614134450222,-0.4394473960726,-0.306414488782181,-0.241902903185775,0.263113380583179,0.240835842061192
"LOC111132501","GO:0008270","lightyellow",0.174660783188119,0.172373556186952,-0.0230539337333594,0.356624399348032,-0.176745826669562,-0.179373650428574,0.461425237511922,0.467404425325728,0.923144083185326,0.122723638585022,0.456008817736091,0.449229231364034,0.768176874681207,0.225842710381491,-0.144591477623508,-0.0556082299308973,-0.0879682838415123,-0.0430118459450875,-0.109614561653826,0.0705706069145163,0.0792022695689238,-0.00862449278457111,-0.022991147580975,-0.0796883633214836,0.104817749169495,-0.133247140791836,-0.11282310401197,-0.156286941160297,-0.0864787615017766,-0.165576027641022,0.0547784093986357,0.276519156041726,-0.0106243359191509,0.181320433788024,0.228591244224223,0.21538829431004,-0.166488000125437,-0.120762568084691,-0.142041344323847,-0.239822854738088,-0.134297441178265,-0.0181350577463323,-0.0916728472293816,-0.184214725080766
"LOC111132502","GO:0005654;GO:0008270;GO:0061630","salmon",-0.181045070489606,-0.307841056225669,0.36776307090607,-0.209734776169813,0.0139574737559616,-0.131720022922109,0.444944448832909,0.186701528955142,0.110649719585525,0.374811192187723,0.953427583047005,0.579879015466503,-0.035491046818229,-0.339602026514797,-0.134159704441114,-0.17645109955634,-0.0866705582320931,0.0552832612973833,-0.0237951586820633,-0.0480757847553497,0.0644448345885194,0.0834794440341294,0.0921818528848144,0.141036051472361,-0.0821295932066038,-0.0878727018673467,-0.109919640235151,-0.101109231614377,-0.21001069825885,-0.11556642416338,-0.0616471512418273,0.233925503679497,-0.136090891657537,0.0419459942201986,-0.169205129555291,-0.179108010686764,-0.193369525394696,0.129438330669969,-0.213376879216044,0.229440396047188,-0.0696850991485719,0.0307851975926241,0.698977912795551,0.878327494350108
"LOC111132507","GO:0000209;GO:0008270;GO:0043161;GO:0061630","lightgreen",0.276952932506764,-0.323311773485805,0.0266384454232546,-0.0270761572598584,0.34684940561305,-0.34280223600296,0.237158022200987,0.164384902280243,0.911236370391041,0.909783493668664,0.134069634304526,0.138977427203286,-0.338491514216884,-0.242458700189452,0.253921237011724,-0.0575932073059999,-0.0323868901328178,0.0355784484224911,0.0692140974978381,-0.106801537940848,-0.45241962997143,-0.479681263969688,-0.500269161367611,0.0336995825866001,-0.387792023383843,0.265560251589208,-0.0301573426846714,-0.0243076783131535,-0.294054762549342,-0.0900953009695439,-0.362718726015253,-0.07069934799818,0.45570443728775,0.259534828971874,0.0239044112677766,-0.0402723540198369,0.562154288272545,0.352380446444497,0.5128956202029,0.591382734517077,0.396314167811111,0.401145799915037,0.144538579394888,-0.10971712892974
"LOC111132541","GO:0000981;GO:0005634;GO:0006357","blue",0.0709786176800113,-0.329084365412073,0.247335532974818,-0.0643126856839906,0.149610372152101,-0.310027001634572,0.766189998998155,0.156549690570327,0.293101197274905,0.787641684135695,0.528985403651439,0.183430490025264,-0.238279953391578,-0.460493667155823,-0.106701064348331,0.0867218889719149,-0.258349957735249,-0.15541582106082,-0.0972872708660379,-0.13055093370823,-0.108530333374381,-0.395736741080406,-0.0131283674511285,-0.116800014370892,-0.447863690775889,-0.100563717727907,-0.153071370735507,-0.109188586669738,-0.189253478762616,-0.0136149277738486,0.0286021340247518,0.516142125145477,0.572950181788099,0.89161433924853,0.752826266559648,0.118736071450825,-0.0733231512450583,0.44174114558582,0.092158154151254,0.116138354303586,-0.0626866754487828,-0.250364222082439,0.0996197795897777,-0.108153158079816
"LOC111132543","GO:0004105;GO:0006657;GO:0031210","blue",0.284455277824238,-0.030695764938948,0.0334300133223117,0.304666585575843,0.00438542542999937,-0.357695556224982,0.224168321419985,0.897780071572165,0.888726711557005,0.191521514361618,0.985360137568565,0.121523386061443,-0.209333560690007,-0.483410271698506,-0.17573644019566,0.0418064941188807,0.0487224617127661,-0.00807351317238143,-0.270128144268089,0.474588691699929,0.228311234154796,-0.21794524732615,-0.13386680256069,-0.347927360270139,-0.532121148004051,0.0599620489609941,-0.2368716315241,0.0442317714183552,-0.106884261597474,0.0291946376284316,0.257216322475793,0.55940782815429,0.355444478306193,0.760969320587133,0.66270875762334,0.268924691381042,-0.145068058682217,0.255860187236095,0.245244029837338,-0.12081856879023,-0.274197760826851,-0.493414365675752,-0.219496693350602,-0.197249574176557
"LOC111132552","GO:0000981;GO:0005634;GO:0006357","skyblue",0.160872988059041,0.119602543032692,-0.239433616095526,0.0954951350525422,0.0837664401019641,0.0363503087210903,0.498053631137689,0.615493434520484,0.309286582816369,0.688798584315804,0.725504583697973,0.879071986713629,-0.173467888754178,-0.00301435296193682,0.286044760187299,-0.151301444538364,-0.242125462324141,-0.181651026731192,-0.202615057332782,-0.124887404979229,-0.171113566101407,-0.483485730482346,-0.0596769077170275,0.0100384195568894,-0.172576287385012,-0.112112290162219,0.210667486903531,-0.238630476963825,0.025079273252033,0.0703677552089306,-0.242750717895255,-0.186895143824059,0.337238381960409,0.148897474893437,0.0783917305794445,0.829815813322003,0.656812982444091,-0.043535627773087,0.531438140372923,0.295937170719095,-0.107058147910684,0.217873707252704,-0.0875476550382543,-0.144105842698496
"LOC111132556","GO:0005506;GO:0005737;GO:0006082;GO:0006805;GO:0008395;GO:0016712;GO:0020037;GO:0043231","darkgreen",0.170360682398726,0.00513199405478385,-0.291700291609211,-0.0640984773874818,0.263564974743359,0.0737316645039429,0.472698681077938,0.982868192688051,0.212073811918635,0.788333565567943,0.261522435622231,0.757377032196726,-0.299980612303337,-0.249824702367807,0.136520805165253,-0.355358515436981,-0.294508327234054,-0.0218706541576702,-0.0562077819056563,-0.0348212987232488,-0.102451015389548,-0.350773261304013,-0.0427153964610551,-0.0549913178082942,-0.306471830443947,-0.06417495696016,0.3990365330879,0.459740574830578,-0.0364681887477153,-0.0979424627747538,-0.123118207373808,-0.113797092695137,0.33038514372178,0.293755651439605,0.136855309037697,0.392590347288754,0.262002822899283,0.285585070952133,0.540271193101685,0.141267862691739,-0.319152386151409,-0.220950827640545,-0.0957185066339813,-0.00150801811677827
"LOC111132557","GO:0005515","yellowgreen",0.193302232479457,0.403845950696837,-0.267807368604022,0.414514751918243,-0.216593822498542,0.0253024933284158,0.414182667746059,0.0774176262690507,0.253637088540686,0.0691931722155109,0.359026506453489,0.915672393376001,0.270348200128834,0.232628628627135,-0.137871328278387,0.444905722092462,0.473753969805214,0.0479016576615902,0.0305712638898621,0.527220360455661,0.698864895235857,0.54355154514205,0.439986087087687,0.402749975482395,0.594193164728499,-0.080244035713005,-0.266312595621452,-0.226367239943395,-0.32550103242829,-0.173089213663736,-0.221123349526216,-0.247868026979085,-0.3489419762905,-0.177595382950791,-0.0740178516395665,-0.208926178135504,-0.29762021846896,-0.155473891398602,-0.186395301886705,-0.0876576094221095,-0.164862163162763,-0.270562716936983,-0.284809497787658,-0.0568489358065633
"LOC111132560","GO:0003676;GO:0004155;GO:0005737;GO:0006139;GO:0006559;GO:0006729;GO:0008408;GO:0070402;GO:0070404","greenyellow",-0.28599406750608,0.289975054270793,-0.138898244255428,-0.116918487243012,-0.204847271101026,0.456890869402721,0.221562672854288,0.214913920659514,0.559208410788043,0.623499213929423,0.386293734525243,0.0428476130452762,0.33925138097815,0.85728744669227,0.499968296687308,0.0659150969203716,-0.110037813826147,-0.203123655400671,0.328773397534962,-0.300117481510708,0.0985354128468773,0.204637155503507,0.40591280703264,0.583282271156963,0.861895438923927,-0.140285126437189,0.0748829930089876,-0.200338485542515,-0.0625130153338691,-0.23672005489782,-0.379713861234109,-0.371530508844018,-0.098262704947592,-0.56211976896125,-0.402245034061892,-0.108357356318776,0.00398518044830803,-0.349757036969577,-0.20020102974281,-0.0949050603772719,-0.0260135843184213,0.00865949127597488,-0.251528137473389,-0.216338975590074
"LOC111132563","GO:0005886;GO:0043652;GO:0070782;GO:1902742","darkorange",0.0843045391363866,-0.279617871897358,-0.0405335541733407,-0.247416704960123,0.358699769902309,-0.0594152478301931,0.72380717331399,0.232489474326219,0.865270757209257,0.292937682476398,0.120405781388345,0.803497459461397,-0.348003766158047,-0.452635406657225,-0.391071982912267,0.385425423883398,0.135249271042366,0.0357169913394904,-0.339458035062546,0.0425937162011878,0.290243314705143,0.24894428667384,0.391537486647723,-0.174606202644833,-0.110182802408338,0.00096634975119324,-0.0922097957552632,0.0935359320126126,-0.0154661258751949,0.317990784801769,0.2532661212572,-0.0697311811567887,-0.013563529339489,0.231223431183449,0.531301736781461,-0.193217919864068,-0.0641293067840344,-0.144027283112159,-0.278771080493606,-0.143231169433534,-0.0181528000676995,-0.14404874126388,0.101223701276159,0.114439502997578
"LOC111132571","GO:0015276;GO:0016020","black",-0.13763313902822,-0.361180609517769,0.224309382220424,-0.345729049093245,0.20775679608717,-0.0490796936532958,0.562827589959242,0.117676355037006,0.341735551668703,0.135415792993423,0.379434758541113,0.837196086059569,-0.0754244904562398,-0.219899041433972,-0.231533108869453,0.230800702577557,0.17994862769098,0.226880996091657,-0.121944768690927,-0.148832479754313,-0.188316314578611,0.202476251964801,-0.0960577116026212,-0.321449080977909,-0.188436287680757,-0.149873117948816,-0.126280489226839,-0.0696417433475613,0.109562143006938,0.679025395420075,0.459349713858355,-0.0748539859694158,-0.119542000489212,-0.032945388676028,0.288967196271393,-0.196239472307329,-0.19589977083827,-0.219286096508977,-0.469404108190741,-0.239012930056581,0.0786828351418501,-0.03958345021343,0.050940210034609,0.316688896835215
