"","MEyellow","MEgreen","MEgreenyellow","MEpink","MEblue","MEturquoise","MEbrown","MEpurple","MEred","MEblack","MEmagenta"
"W1_Nu_G02",0.284326479912857,-0.0365568903745399,-0.167152508762382,-0.163593097931156,-0.306371315057402,-0.180910832801647,0.109194758320567,0.0182841777584872,0.0953908875943056,-0.0487599333234562,-0.0317417018907107
"W1_W1_G01",-0.0194946876409299,0.0931596281010772,0.127074946666873,0.0842498263442018,0.0791290247480231,0.0761865386128088,-0.0785754485571619,-0.0974140849843478,-0.0876186028055146,-0.0548816802748032,-0.0389195880386013
"W1_W6_G62",-0.00594309943368129,0.0914487662442405,0.104520139118589,0.0501585645859163,-0.000998466381229872,0.00833348773793755,-0.0759273170967979,-0.0672612842252794,-0.0355103690478558,-0.0601746426063754,-0.012748143014346
"W2_B2_G04",-0.234247264998418,-0.0897246012933768,-0.0380669565881387,-0.0136150344908431,0.190835856061658,0.0428831148494968,0.123984760686058,0.074867320085497,0.0471970438430554,0.200534045804862,0.00561110393055761
"W2_B6_G64",-0.046616857491143,-0.222062420314371,-0.200904915063745,0.076534680485505,-0.0331441624050167,0.0427743571209241,0.0349851324059089,0.221437862046007,0.0642561267622479,0.108879984572098,0.0950723186615708
"W2_C2_G15",-0.0968682463928849,0.0669466225431021,0.1857479941177,-0.0242859669905362,0.119487347794662,0.180333518943679,-0.0874625842063305,-0.0960455015499489,-0.123411814991638,-0.0693310808324269,-0.041873662114037
"W2_Nu_G15",-0.00366479952703936,-0.183381035016322,-0.13588454379032,-0.159063384929235,-0.101345024225804,0.0519189500142491,0.0513829612011033,0.204884984135605,0.0500563922301215,0.0946178843065192,-0.0180147797408821
"W3_B5_G54",-0.0333714640342103,0.00578184053694745,0.00182334420152263,-0.00813670367561162,0.064351758246094,0.00393068979881004,-0.036625680871827,0.0320523108888971,0.0111187390666049,0.321946576827281,0.650047947479322
"W3_C3_G29",-0.0556376466851075,-0.0100603146900951,0.0585917578257956,0.0050771307352743,-0.0134137110449149,0.0600640308951522,-0.0516042439087743,-0.0424474697634028,-0.094827096002622,0.104487853643978,-0.0227915735841562
"W3_H2_G18",0.0188583401094925,0.0371303475233473,0.0373893846701173,0.101213354504116,0.00931027203843656,0.0102312336418633,-0.0703810200837275,-0.0452184064358911,-0.0118280240963834,-0.0373865798910617,-0.0265462748301848
"W3_H3_G30",-0.0239240616158518,-0.00823694849030834,0.0050549680987678,-0.0317019055059135,0.0273930283804424,0.0301358495013729,-0.066464348150299,0.0247325774727922,0.00830782143001999,-0.0606094235123479,-0.0204833965077688
"W3_Nu_G21",-0.0910950581293233,-0.108889209048685,-0.0138865926300654,-0.19679724799452,-0.0535277802929979,0.165117513923946,0.00325189445850842,-0.00306958573863255,-0.0896349767090081,-0.07003233980484,-0.0444925029337331
"W4_C5_G55",-0.0574829610750095,-0.170240034807312,-0.128329519919596,-0.0479578231673032,-0.00253989220836338,0.0725910759579506,-0.0627929036062338,0.159514524558978,0.0100896721821896,0.034181561035707,0.42244851053872
"W4_H1_G08",0.0638872377741499,0.0497815569391596,0.00281979900809262,0.0874527208811491,-0.08873901453438,-0.0536326340826055,-0.0802667322528292,-0.0446005901646126,0.0168046462096983,-0.0655760887742326,-0.038972614760217
"W4_Nu_G27",0.125887534917909,0.00317503744097073,-0.057448630473022,-0.0797339362054941,-0.168395194732295,-0.0921395757830095,0.0981734299925184,0.00498047090263606,0.0261560762820014,-0.0372685384392026,-0.0327170486543123
"W4_W5_G56",-0.0475215980765939,0.0438542806514852,0.0349083995883909,0.0227883278091443,0.105205661676962,-0.0322896564077178,0.237144761846128,-0.0542011873425384,0.00542872736822781,0.0592837459285869,-0.0198446685625888
"W5_B2_G21",0.0564469219874642,0.126050020756446,0.0492501735038557,0.199948758536786,-0.0138684977468313,-0.101038257889499,-0.0824408413810486,-0.0631775947448583,0.0446978579540772,-0.06344466001946,-0.0360526452633074
"W5_C4_G45",-0.129594561508908,-0.0728093380583133,0.047360015810749,0.0356182799916136,0.00729688550480797,0.123204695686854,-0.0897534237480865,0.0304077394491928,-0.0936472777767803,-0.0669218376773611,-0.0351214062190591
"W5_H4_G46",0.0601900476799476,0.0634194885085162,0.0388692249754341,-0.0147194225675293,-0.0495775447232789,-0.0540656630989343,-0.0528204697626996,-0.0462964095281962,0.0138252048634157,0.10113003288088,0.0130152349921105
"W5_W2_G22",0.0713444981121008,0.099097236179066,0.057483043662414,0.0393751764742175,-0.0181362811285014,-0.0554686528381918,-0.0671393681906508,-0.0935792237522385,-0.0121186960893103,0.061565707715682,-0.0303569526380248
"W6_B3_G35",0.03456844281322,0.0681608523061393,0.0221425791988361,0.128160770327629,-0.000632786459751695,-0.080918068375687,-0.0837089363747069,-0.0534304492320805,0.0302665212678221,-0.0629675442339494,-0.0342977455018065
"W6_B4_G48",-0.0496853396878311,-0.0175195612884369,-0.0400001397886222,0.0302453532827503,0.0328162637804406,-0.00213155792819557,0.201810420956517,0.0537495720442283,-0.0199236045039112,-0.0368741590991863,-0.00192214544998128
"W6_H6_G71",-0.0484276397197734,0.0529024149558965,0.102452231991294,0.0237096885363296,0.076728671621266,0.0364394717129284,-0.0825854893696722,-0.0499500592127033,-0.042882036853584,-0.0434189183414598,-0.00468548872743147
"W6_Nu_G41",-0.0184544468304877,0.0929545397234226,0.169614547391004,-0.152625854799837,-0.0820014263346979,0.138384440260789,-0.0803928630711493,-0.126775227328287,-0.122667216408467,-0.0754428305136247,-0.045511376924127
"W6_Nu_G45",0.146124577025978,0.141893125429164,0.0468588375278253,-0.0794903892220456,-0.0600703534092222,-0.120395245797048,0.0656112057419316,-0.128200040483501,0.00932476480088308,-0.0547774284847087,-0.0165640869239659
"W6_W3_G36",0.0494199845553102,0.0918928380780079,0.100630741192913,-0.00784207154736439,-0.0244321178060621,0.0365090568789734,-0.0444564470947014,-0.0652842900615538,-0.0744378210559625,-0.0324287489650913,0.0108286902626795
"W6_W4_G48",0.000726398518607883,0.0313543976543923,0.0404074052487199,-0.00979201509678931,-0.0334763056858917,0.00306495963360518,0.214205655743131,-0.0514375505905898,-0.0638745224022606,-0.0411286944777305,0.0393167407420748
