"","Gene","GO.terms","ModuleColor","GS.Actual_shell_growth_mg","GS.warm","p.GS.GS.Actual_shell_growth_mg","p.GS.GS.warm","geneClass"
"14","LOC111105066","GO:0000049;GO:0005524;GO:0005730;GO:0030686;GO:1904812;GO:1990883","blue",0.342181009982798,0.459920282588984,0.109997335127766,0.0272364820175332,"Warm"
"15","LOC111105567","GO:0005737;GO:0005980;GO:0008184;GO:0030170","blue",0.295845462074059,0.464731543041154,0.17049499425334,0.02546625815372,"Warm"
"16","LOC111105624","GO:0005198;GO:0005737;GO:0006886;GO:0006888;GO:0006891;GO:0030126","blue",0.399401224008726,0.449109587493888,0.0590139880786892,0.0315732736032999,"Warm"
"17","LOC111105686","GO:0003723;GO:0032574","blue",0.249068892383512,0.527031263077785,0.251772458060433,0.00976598802502388,"Warm"
"18","LOC111105741","GO:0005515","blue",0.33798681182946,0.473759228456335,0.114711834040468,0.0223938315967814,"Warm"
"19","LOC111105897","GO:0001522;GO:0003723;GO:0005634;GO:0009982","blue",0.237135898224399,0.500433361370338,0.275943911271048,0.0150163800706747,"Warm"
"20","LOC111110362","GO:0005515;GO:0005886;GO:0015279;GO:0034703;GO:0051480;GO:0070588;GO:0070679","blue",0.404186474180863,0.449038691188656,0.0557676765001997,0.0316034210724789,"Warm"
"21","LOC111111015","GO:0005829;GO:0005975;GO:0006116;GO:0042803;GO:0046168;GO:0047952;GO:0051287","blue",0.190542644725432,0.471882509025496,0.383825715137527,0.0230066252136125,"Warm"
"22","LOC111111448","GO:0005515","blue",-0.325269384266309,0.427299892319907,0.129905419831709,0.0419828796174698,"Warm"
"23","LOC111112184","GO:0005044","blue",0.229939323203054,0.487280972426007,0.291206134425015,0.0183565551424823,"Warm"
"24","LOC111112234","GO:0004252;GO:0005615","blue",0.240400030575347,0.501384503098571,0.269191388372909,0.0147954763679754,"Warm"
"25","LOC111112743","GO:0000723;GO:0005634;GO:0140445","blue",0.222030907606299,0.585495688559606,0.308572017963494,0.0033335914319862,"Warm"
"26","LOC111112807","GO:0005524;GO:0016887","blue",0.247415811901287,0.435585079573197,0.255036493790006,0.0377515537840427,"Warm"
"27","LOC111112864","GO:0000978;GO:0001228;GO:0005634;GO:0006357","blue",0.209817561866357,0.608374417435658,0.33660828846466,0.00206899760937075,"Warm"
"28","LOC111113141","GO:0004161;GO:0004337;GO:0005737;GO:0045337","blue",0.222486091545923,0.458936222615487,0.307555646101499,0.027610375104586,"Warm"
"29","LOC111115725","GO:0004820;GO:0005524;GO:0005737;GO:0005739;GO:0070150","blue",0.408775377571047,0.518231145509302,0.0527856471092755,0.0113017731184368,"Warm"
"30","LOC111115975","GO:0003756;GO:0005788;GO:0015035;GO:0034976","blue",0.339092713904228,0.445870159950892,0.113454700509786,0.0329742935592205,"Warm"
