"","Sample","Phase1_treatment","Phase1_temp","Phase1_DO","Module","Eigengene"
"104","B6_Nu_O47","both","warm","hypoxic","MEsaddlebrown",-0.0513220825048334
"105","C1_Nu_W01","control","ambient","normoxic","MEsaddlebrown",-0.107451486667822
"106","C1_Nu_W05","control","ambient","normoxic","MEsaddlebrown",0.0189347300023167
"107","C2_Nu_W15","control","ambient","normoxic","MEsaddlebrown",-0.0841293572672653
"108","C3_Nu_W21","control","ambient","normoxic","MEsaddlebrown",-0.0201538527913881
"109","C4_Nu_W29","control","ambient","normoxic","MEsaddlebrown",-0.051127674970423
"110","C6_Nu_W42","control","ambient","normoxic","MEsaddlebrown",-0.0717307302491978
"111","H1_Nu_B08","hypoxic","ambient","hypoxic","MEsaddlebrown",-0.048929541388001
"112","H2_Nu_B14","hypoxic","ambient","hypoxic","MEsaddlebrown",-0.0864692380969905
"113","H3_Nu_B18","hypoxic","ambient","hypoxic","MEsaddlebrown",-0.106114357298292
"114","H4_Nu_B28","hypoxic","ambient","hypoxic","MEsaddlebrown",-0.0272282761032101
"115","H5_Nu_B35","hypoxic","ambient","hypoxic","MEsaddlebrown",0.091195578474747
"116","W1_Nu_G02","warm","warm","normoxic","MEsaddlebrown",-0.0670645826693918
"117","W2_Nu_G15","warm","warm","normoxic","MEsaddlebrown",-0.0906590462368652
"118","W4_Nu_G27","warm","warm","normoxic","MEsaddlebrown",-0.0271871708964246
"119","W6_Nu_G41","warm","warm","normoxic","MEsaddlebrown",-0.0737285913673616
"120","W6_Nu_G45","warm","warm","normoxic","MEsaddlebrown",0.954188097934682
"121","B1_Nu_O03","both","warm","hypoxic","MEroyalblue",0.96498787734871
"122","B4_Nu_O32","both","warm","hypoxic","MEroyalblue",-0.0216006944401651
"123","B5_Nu_O36","both","warm","hypoxic","MEroyalblue",-0.0480967669392364
"124","B6_Nu_O47","both","warm","hypoxic","MEroyalblue",-0.0770880346779692
"125","C1_Nu_W01","control","ambient","normoxic","MEroyalblue",0.00730497744459931
"126","C1_Nu_W05","control","ambient","normoxic","MEroyalblue",-0.0329690513843433
"127","C2_Nu_W15","control","ambient","normoxic","MEroyalblue",-0.106212898424165
"128","C3_Nu_W21","control","ambient","normoxic","MEroyalblue",-0.0557859535353038
"129","C4_Nu_W29","control","ambient","normoxic","MEroyalblue",-0.0405441301802891
"130","C6_Nu_W42","control","ambient","normoxic","MEroyalblue",0.0160313465774481
"131","H1_Nu_B08","hypoxic","ambient","hypoxic","MEroyalblue",-0.0335253537592778
"132","H2_Nu_B14","hypoxic","ambient","hypoxic","MEroyalblue",-0.0871928369825836
"133","H3_Nu_B18","hypoxic","ambient","hypoxic","MEroyalblue",-0.100082740333364
"134","H4_Nu_B28","hypoxic","ambient","hypoxic","MEroyalblue",-0.0313765649940875
"135","H5_Nu_B35","hypoxic","ambient","hypoxic","MEroyalblue",-0.0468784340528963
"136","W1_Nu_G02","warm","warm","normoxic","MEroyalblue",-0.0524642361750487
"137","W2_Nu_G15","warm","warm","normoxic","MEroyalblue",-0.0783477294235081
"138","W4_Nu_G27","warm","warm","normoxic","MEroyalblue",-0.089006178554124
"139","W6_Nu_G41","warm","warm","normoxic","MEroyalblue",-0.0363093614169697
"140","W6_Nu_G45","warm","warm","normoxic","MEroyalblue",-0.050843236097425
"141","B1_Nu_O03","both","warm","hypoxic","MEdarkolivegreen",-0.0542161375920178
"142","B4_Nu_O32","both","warm","hypoxic","MEdarkolivegreen",-0.0912044769362783
"143","B5_Nu_O36","both","warm","hypoxic","MEdarkolivegreen",0.0235522955949993
"144","B6_Nu_O47","both","warm","hypoxic","MEdarkolivegreen",-0.0429480551244072
"145","C1_Nu_W01","control","ambient","normoxic","MEdarkolivegreen",-0.0685469210913578
"146","C1_Nu_W05","control","ambient","normoxic","MEdarkolivegreen",0.958984997820779
"147","C2_Nu_W15","control","ambient","normoxic","MEdarkolivegreen",-0.0150151526218626
"148","C3_Nu_W21","control","ambient","normoxic","MEdarkolivegreen",-0.0526742611919233
"149","C4_Nu_W29","control","ambient","normoxic","MEdarkolivegreen",0.00622944504000303
"150","C6_Nu_W42","control","ambient","normoxic","MEdarkolivegreen",-0.0188158944362877
"151","H1_Nu_B08","hypoxic","ambient","hypoxic","MEdarkolivegreen",-0.0625835029576338
"152","H2_Nu_B14","hypoxic","ambient","hypoxic","MEdarkolivegreen",-0.0685691386728964
"153","H3_Nu_B18","hypoxic","ambient","hypoxic","MEdarkolivegreen",-0.0788031134958148
"154","H4_Nu_B28","hypoxic","ambient","hypoxic","MEdarkolivegreen",-0.0595992801632712
"155","H5_Nu_B35","hypoxic","ambient","hypoxic","MEdarkolivegreen",-0.0598546518616828
"156","W1_Nu_G02","warm","warm","normoxic","MEdarkolivegreen",-0.0715620082989067
"157","W2_Nu_G15","warm","warm","normoxic","MEdarkolivegreen",-0.142818761665641
"158","W4_Nu_G27","warm","warm","normoxic","MEdarkolivegreen",-0.101442008403449
"159","W6_Nu_G41","warm","warm","normoxic","MEdarkolivegreen",-0.0203976771727347
"160","W6_Nu_G45","warm","warm","normoxic","MEdarkolivegreen",0.0202843032303838
"161","B1_Nu_O03","both","warm","hypoxic","MEyellowgreen",-0.0545434352992677
"162","B4_Nu_O32","both","warm","hypoxic","MEyellowgreen",-0.0328402632373509
"163","B5_Nu_O36","both","warm","hypoxic","MEyellowgreen",-0.0264496491973561
"164","B6_Nu_O47","both","warm","hypoxic","MEyellowgreen",-0.115384660277728
"165","C1_Nu_W01","control","ambient","normoxic","MEyellowgreen",-0.0576050008851664
"166","C1_Nu_W05","control","ambient","normoxic","MEyellowgreen",0.672790437437352
"167","C2_Nu_W15","control","ambient","normoxic","MEyellowgreen",-0.0774373948377382
"168","C3_Nu_W21","control","ambient","normoxic","MEyellowgreen",-0.060367648239917
"169","C4_Nu_W29","control","ambient","normoxic","MEyellowgreen",-0.0408183387278455
"170","C6_Nu_W42","control","ambient","normoxic","MEyellowgreen",-0.109222641584219
"171","H1_Nu_B08","hypoxic","ambient","hypoxic","MEyellowgreen",-0.103250993044833
"172","H2_Nu_B14","hypoxic","ambient","hypoxic","MEyellowgreen",-0.0322623778671872
"173","H3_Nu_B18","hypoxic","ambient","hypoxic","MEyellowgreen",-0.115653291644307
"174","H4_Nu_B28","hypoxic","ambient","hypoxic","MEyellowgreen",-0.0472450606302803
"175","H5_Nu_B35","hypoxic","ambient","hypoxic","MEyellowgreen",-0.0979363825446987
"176","W1_Nu_G02","warm","warm","normoxic","MEyellowgreen",-0.100275724867633
"177","W2_Nu_G15","warm","warm","normoxic","MEyellowgreen",-0.144477950492208
"178","W4_Nu_G27","warm","warm","normoxic","MEyellowgreen",-0.0825419246443973
"179","W6_Nu_G41","warm","warm","normoxic","MEyellowgreen",0.653678447363543
"180","W6_Nu_G45","warm","warm","normoxic","MEyellowgreen",-0.0281561467787613
"181","B1_Nu_O03","both","warm","hypoxic","MEmidnightblue",0.055835468882102
"182","B4_Nu_O32","both","warm","hypoxic","MEmidnightblue",-0.151142690245757
"183","B5_Nu_O36","both","warm","hypoxic","MEmidnightblue",-0.0516815388970281
"184","B6_Nu_O47","both","warm","hypoxic","MEmidnightblue",0.119535324191261
"185","C1_Nu_W01","control","ambient","normoxic","MEmidnightblue",0.0937764843350117
"186","C1_Nu_W05","control","ambient","normoxic","MEmidnightblue",0.0757453822545343
"187","C2_Nu_W15","control","ambient","normoxic","MEmidnightblue",-0.18261893233785
"188","C3_Nu_W21","control","ambient","normoxic","MEmidnightblue",-0.00863787345770181
"189","C4_Nu_W29","control","ambient","normoxic","MEmidnightblue",0.265180406032258
"190","C6_Nu_W42","control","ambient","normoxic","MEmidnightblue",-0.301722952598328
"191","H1_Nu_B08","hypoxic","ambient","hypoxic","MEmidnightblue",0.18612656212576
"192","H2_Nu_B14","hypoxic","ambient","hypoxic","MEmidnightblue",-0.26657492099806
"193","H3_Nu_B18","hypoxic","ambient","hypoxic","MEmidnightblue",-0.34220077160612
"194","H4_Nu_B28","hypoxic","ambient","hypoxic","MEmidnightblue",0.193955425305908
"195","H5_Nu_B35","hypoxic","ambient","hypoxic","MEmidnightblue",0.172285000326766
"196","W1_Nu_G02","warm","warm","normoxic","MEmidnightblue",-0.208268981580026
"197","W2_Nu_G15","warm","warm","normoxic","MEmidnightblue",-0.328558504934986
"198","W4_Nu_G27","warm","warm","normoxic","MEmidnightblue",-0.0589032896863974
"199","W6_Nu_G41","warm","warm","normoxic","MEmidnightblue",0.492699978547157
"200","W6_Nu_G45","warm","warm","normoxic","MEmidnightblue",0.245170424341497
"201","B1_Nu_O03","both","warm","hypoxic","MEsteelblue",-0.059350277158697
"202","B4_Nu_O32","both","warm","hypoxic","MEsteelblue",-0.0231452990807787
"203","B5_Nu_O36","both","warm","hypoxic","MEsteelblue",-0.0891342389774283
"204","B6_Nu_O47","both","warm","hypoxic","MEsteelblue",-0.0695696861900136
"205","C1_Nu_W01","control","ambient","normoxic","MEsteelblue",-0.0889617117027337
"206","C1_Nu_W05","control","ambient","normoxic","MEsteelblue",-0.0298136378223688
"207","C2_Nu_W15","control","ambient","normoxic","MEsteelblue",-0.0366104005650857
"208","C3_Nu_W21","control","ambient","normoxic","MEsteelblue",-0.0665256473845298
"209","C4_Nu_W29","control","ambient","normoxic","MEsteelblue",-0.064241628860422
"210","C6_Nu_W42","control","ambient","normoxic","MEsteelblue",-0.0742768164913934
"211","H1_Nu_B08","hypoxic","ambient","hypoxic","MEsteelblue",-0.0423208013508174
"212","H2_Nu_B14","hypoxic","ambient","hypoxic","MEsteelblue",0.00365233440401838
"213","H3_Nu_B18","hypoxic","ambient","hypoxic","MEsteelblue",-0.0669185485546399
"214","H4_Nu_B28","hypoxic","ambient","hypoxic","MEsteelblue",-0.00207763558785618
"215","H5_Nu_B35","hypoxic","ambient","hypoxic","MEsteelblue",-0.0439115170816089
"216","W1_Nu_G02","warm","warm","normoxic","MEsteelblue",-0.11251114479372
"217","W2_Nu_G15","warm","warm","normoxic","MEsteelblue",-0.0660901793650695
"218","W4_Nu_G27","warm","warm","normoxic","MEsteelblue",-0.00380730578668975
"219","W6_Nu_G41","warm","warm","normoxic","MEsteelblue",0.965803474105731
"220","W6_Nu_G45","warm","warm","normoxic","MEsteelblue",-0.0301893317558954
"221","B1_Nu_O03","both","warm","hypoxic","MEdarkmagenta",0.252692250400805
"222","B4_Nu_O32","both","warm","hypoxic","MEdarkmagenta",0.0446662466254392
"223","B5_Nu_O36","both","warm","hypoxic","MEdarkmagenta",-0.256796972086893
"224","B6_Nu_O47","both","warm","hypoxic","MEdarkmagenta",-0.182579773984633
"225","C1_Nu_W01","control","ambient","normoxic","MEdarkmagenta",0.102217389563061
"226","C1_Nu_W05","control","ambient","normoxic","MEdarkmagenta",-0.0123686669120039
"227","C2_Nu_W15","control","ambient","normoxic","MEdarkmagenta",-0.13126380905947
"228","C3_Nu_W21","control","ambient","normoxic","MEdarkmagenta",-0.0414971334380483
"229","C4_Nu_W29","control","ambient","normoxic","MEdarkmagenta",0.0466598870303865
"230","C6_Nu_W42","control","ambient","normoxic","MEdarkmagenta",0.319873421714214
"231","H1_Nu_B08","hypoxic","ambient","hypoxic","MEdarkmagenta",-0.0443131117551448
"232","H2_Nu_B14","hypoxic","ambient","hypoxic","MEdarkmagenta",-0.199043321193867
"233","H3_Nu_B18","hypoxic","ambient","hypoxic","MEdarkmagenta",0.184756496855801
"234","H4_Nu_B28","hypoxic","ambient","hypoxic","MEdarkmagenta",0.0152558617545129
"235","H5_Nu_B35","hypoxic","ambient","hypoxic","MEdarkmagenta",-0.258831228595375
"236","W1_Nu_G02","warm","warm","normoxic","MEdarkmagenta",-0.402792204732472
"237","W2_Nu_G15","warm","warm","normoxic","MEdarkmagenta",0.263361563978019
"238","W4_Nu_G27","warm","warm","normoxic","MEdarkmagenta",-0.119941581561477
"239","W6_Nu_G41","warm","warm","normoxic","MEdarkmagenta",0.544423336187072
"240","W6_Nu_G45","warm","warm","normoxic","MEdarkmagenta",-0.124478650789928
"241","B1_Nu_O03","both","warm","hypoxic","MEgreenyellow",0.239343937127954
"242","B4_Nu_O32","both","warm","hypoxic","MEgreenyellow",-0.152022837731884
"243","B5_Nu_O36","both","warm","hypoxic","MEgreenyellow",-0.239119020909369
"244","B6_Nu_O47","both","warm","hypoxic","MEgreenyellow",-0.12310424154883
"245","C1_Nu_W01","control","ambient","normoxic","MEgreenyellow",0.358267060871374
"246","C1_Nu_W05","control","ambient","normoxic","MEgreenyellow",-0.0446644880922999
"247","C2_Nu_W15","control","ambient","normoxic","MEgreenyellow",-0.209034250649698
"248","C3_Nu_W21","control","ambient","normoxic","MEgreenyellow",-0.0634240490816579
"249","C4_Nu_W29","control","ambient","normoxic","MEgreenyellow",0.195332652682649
"250","C6_Nu_W42","control","ambient","normoxic","MEgreenyellow",-0.185749891964317
"251","H1_Nu_B08","hypoxic","ambient","hypoxic","MEgreenyellow",0.0177714350075026
"252","H2_Nu_B14","hypoxic","ambient","hypoxic","MEgreenyellow",-0.238677725851647
"253","H3_Nu_B18","hypoxic","ambient","hypoxic","MEgreenyellow",-0.0141907425118939
"254","H4_Nu_B28","hypoxic","ambient","hypoxic","MEgreenyellow",-0.0302803260487481
"255","H5_Nu_B35","hypoxic","ambient","hypoxic","MEgreenyellow",-0.133076665021373
"256","W1_Nu_G02","warm","warm","normoxic","MEgreenyellow",-0.168302428217409
"257","W2_Nu_G15","warm","warm","normoxic","MEgreenyellow",0.206687782403863
"258","W4_Nu_G27","warm","warm","normoxic","MEgreenyellow",-0.0348470166161702
"259","W6_Nu_G41","warm","warm","normoxic","MEgreenyellow",0.667691915641745
"260","W6_Nu_G45","warm","warm","normoxic","MEgreenyellow",-0.0486010994897906
"261","B1_Nu_O03","both","warm","hypoxic","MEdarkred",-0.0565314886241012
"262","B4_Nu_O32","both","warm","hypoxic","MEdarkred",-0.0188529447878526
"263","B5_Nu_O36","both","warm","hypoxic","MEdarkred",-0.0748198164636386
"264","B6_Nu_O47","both","warm","hypoxic","MEdarkred",-0.0550006923832189
"265","C1_Nu_W01","control","ambient","normoxic","MEdarkred",-0.0804057348973695
"266","C1_Nu_W05","control","ambient","normoxic","MEdarkred",-0.0545708696479946
"267","C2_Nu_W15","control","ambient","normoxic","MEdarkred",-0.0553312012462925
"268","C3_Nu_W21","control","ambient","normoxic","MEdarkred",0.968825234292733
"269","C4_Nu_W29","control","ambient","normoxic","MEdarkred",-0.0550445826517327
"270","C6_Nu_W42","control","ambient","normoxic","MEdarkred",-0.0406152876542421
"271","H1_Nu_B08","hypoxic","ambient","hypoxic","MEdarkred",-0.005991611753282
"272","H2_Nu_B14","hypoxic","ambient","hypoxic","MEdarkred",-0.0685541051335825
"273","H3_Nu_B18","hypoxic","ambient","hypoxic","MEdarkred",-0.0861248656457534
"274","H4_Nu_B28","hypoxic","ambient","hypoxic","MEdarkred",-0.0187522278871532
"275","H5_Nu_B35","hypoxic","ambient","hypoxic","MEdarkred",-0.0270055238987785
"276","W1_Nu_G02","warm","warm","normoxic","MEdarkred",-0.082862374792473
"277","W2_Nu_G15","warm","warm","normoxic","MEdarkred",-0.0757156965506838
"278","W4_Nu_G27","warm","warm","normoxic","MEdarkred",-0.0386308567576583
"279","W6_Nu_G41","warm","warm","normoxic","MEdarkred",-0.0682703479254811
"280","W6_Nu_G45","warm","warm","normoxic","MEdarkred",-0.00574500559144386
"281","B1_Nu_O03","both","warm","hypoxic","MElightcyan",-0.0913049185627236
"282","B4_Nu_O32","both","warm","hypoxic","MElightcyan",0.0214360342387292
"283","B5_Nu_O36","both","warm","hypoxic","MElightcyan",-0.118938493908802
"284","B6_Nu_O47","both","warm","hypoxic","MElightcyan",-0.0418248147497648
"285","C1_Nu_W01","control","ambient","normoxic","MElightcyan",-0.0704359855304845
"286","C1_Nu_W05","control","ambient","normoxic","MElightcyan",-0.120918750964102
"287","C2_Nu_W15","control","ambient","normoxic","MElightcyan",-0.020416981633072
"288","C3_Nu_W21","control","ambient","normoxic","MElightcyan",-0.0150791940819019
"289","C4_Nu_W29","control","ambient","normoxic","MElightcyan",-0.106292487013051
"290","C6_Nu_W42","control","ambient","normoxic","MElightcyan",-0.0590543405203914
"291","H1_Nu_B08","hypoxic","ambient","hypoxic","MElightcyan",-0.0733492836834278
"292","H2_Nu_B14","hypoxic","ambient","hypoxic","MElightcyan",-0.00992426566205873
"293","H3_Nu_B18","hypoxic","ambient","hypoxic","MElightcyan",-0.0365989694984357
"294","H4_Nu_B28","hypoxic","ambient","hypoxic","MElightcyan",-0.0524211613656356
"295","H5_Nu_B35","hypoxic","ambient","hypoxic","MElightcyan",-0.0374012382993327
"296","W1_Nu_G02","warm","warm","normoxic","MElightcyan",0.0361847615255254
"297","W2_Nu_G15","warm","warm","normoxic","MElightcyan",-0.0577850433058115
"298","W4_Nu_G27","warm","warm","normoxic","MElightcyan",0.957650836774372
"299","W6_Nu_G41","warm","warm","normoxic","MElightcyan",-0.0851442044957852
"300","W6_Nu_G45","warm","warm","normoxic","MElightcyan",-0.0183814992638463
"301","B1_Nu_O03","both","warm","hypoxic","MEpink",-0.0513538278441918
"302","B4_Nu_O32","both","warm","hypoxic","MEpink",-0.0475430920137759
"303","B5_Nu_O36","both","warm","hypoxic","MEpink",-0.0515618750625589
"304","B6_Nu_O47","both","warm","hypoxic","MEpink",-0.0127229307402481
"305","C1_Nu_W01","control","ambient","normoxic","MEpink",-0.0682833037741522
"306","C1_Nu_W05","control","ambient","normoxic","MEpink",-0.0803128937141776
"307","C2_Nu_W15","control","ambient","normoxic","MEpink",-0.0901026363857206
"308","C3_Nu_W21","control","ambient","normoxic","MEpink",-0.0326069956095596
"309","C4_Nu_W29","control","ambient","normoxic","MEpink",-0.036118284464673
"310","C6_Nu_W42","control","ambient","normoxic","MEpink",-0.0939904375051761
"311","H1_Nu_B08","hypoxic","ambient","hypoxic","MEpink",-0.0408264696680468
"312","H2_Nu_B14","hypoxic","ambient","hypoxic","MEpink",-0.0783279450058916
"313","H3_Nu_B18","hypoxic","ambient","hypoxic","MEpink",-0.117190385985189
"314","H4_Nu_B28","hypoxic","ambient","hypoxic","MEpink",0.00326695574158526
"315","H5_Nu_B35","hypoxic","ambient","hypoxic","MEpink",0.952959624318065
"316","W1_Nu_G02","warm","warm","normoxic","MEpink",-0.0523746307283958
"317","W2_Nu_G15","warm","warm","normoxic","MEpink",-0.0961483916493358
"318","W4_Nu_G27","warm","warm","normoxic","MEpink",-0.0660429244836828
"319","W6_Nu_G41","warm","warm","normoxic","MEpink",-0.0542167779476104
"320","W6_Nu_G45","warm","warm","normoxic","MEpink",0.113497222522737
"321","B1_Nu_O03","both","warm","hypoxic","MEdarkturquoise",-0.0294528674943007
"322","B4_Nu_O32","both","warm","hypoxic","MEdarkturquoise",-0.103548740597998
"323","B5_Nu_O36","both","warm","hypoxic","MEdarkturquoise",0.0332360098565136
"324","B6_Nu_O47","both","warm","hypoxic","MEdarkturquoise",0.0298631207975924
