"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","svalue"
"LOC111118673",339.532220010305,0.0476067763280007,0.0938555619278624,1.49317639639284,0.135391018936172,0.693557757083246,0.996745615035826
"LOC111122385",2112.68649593051,-0.0996001035960505,0.0744488020546006,-2.02882789902115,0.0424758226004239,0.547390525734225,0.998545827783319
"LOC111121227",197.882063504314,-0.0102929715892503,0.0944348900023508,-0.362716694766079,0.716816527231847,0.950869351465982,0.997481970728877
"LOC111120741",965.514789022171,-0.0226588613845573,0.090985315046569,-0.635911387848615,0.52483417979657,0.896340734742518,0.997907156291411
"LOC111120742",958.848419531779,-0.0328620522054621,0.0886657239096419,-0.837863256385503,0.402107507111848,0.853637243461719,0.998072353352109
"LOC144620967",1093.25338096124,-0.00215860715627627,0.109745485586669,-0.297017444950737,0.766453190665966,0.958123124861537,0.988256296194854
"LOC111122033",4358.96333503373,-0.0398868207236668,0.0923051043014771,-1.17684069558628,0.239259096163368,0.771673282581215,0.997419923439529
"LOC111120858",2119.40397360409,-0.0916883044044927,0.0845146426363814,-2.04995347600373,0.0403689710272942,0.542235068742175,0.998048979091663
"LOC111118022",822.571886171259,-0.0252137711444168,0.085969337831371,-0.597141277179713,0.550413061315653,0.904409718100866,0.998331626674095
"LOC144620945",1088.21965570738,0.00619630495338497,0.104027123209789,0.600690260186304,0.548046307431312,0.903989537509735,0.989889471823698
"LOC111118674",262.384169435749,-0.00897569221030691,0.0991069219469679,-0.563323086636777,0.573214900187119,0.910261079336781,0.994720448159068
"LOC111118066",62.8779360481807,0.0098377120884568,0.102733205502478,0.799400474566327,0.424058235366139,0.862674853852267,0.990195976172876
"LOC144620920",38.0702653341616,-0.00472855934991497,0.0994041471501103,-0.327062340739208,0.743620734502654,0.954488563969815,0.994948142258673
"LOC111121862",1314.04978997037,0.0022593681409522,0.101106681069207,0.196986997839479,0.843837712652438,0.97251230963349,0.993791957224991
"LOC111117636",673.004104617824,-0.0168437619079138,0.100367586031856,-1.01944172861947,0.307993304094776,0.810172381721193,0.992088439748949
"LOC111121536",1242.73358493314,0.0156566009821966,0.0882564501343656,0.395871845518787,0.692199571948697,0.943893600378731,0.998231224542399
