"","Gene","log2FoldChange","lfcSE","pvalue","padj"
"LOC111134751",1131.61820462993,-0.000525082883841246,0.0244206370186447,0.813470161994365,0.997763764827644
"LOC111134749",1504.00757377316,-0.0043221563518102,0.0284308786812621,0.170819615548521,0.871777763291822
"LOC111132890",784.2947228504,0.00108245673482473,0.0233947823241388,0.648807203010387,0.995112515406243
"LOC111134444",5163.26197101297,-0.00514455628086466,0.0316349496167768,0.125710609070276,0.82262578628792
"LOC111134446",291.190535989679,-0.00191578977457864,0.0276606829465096,0.426328493890068,0.974470098059973
"LOC144626974",472.579069435414,0.0128139421599539,0.146846574886485,0.167868383259514,0.870258172160182
"LOC111099194",11265.3237933403,0.00309863979394959,0.042479763366276,0.277256019183279,0.944009215681934
"LOC111136494",229.512493393067,-0.00685207050730044,0.0589809241512228,0.0904521732450857,0.764558566727566
"LOC111136493",459.343800056287,-0.00190274354356491,0.040535536567467,0.476395816085334,0.980792655939407
"LOC111099037",5.17614465898673,-0.246017764096216,1.15692691262992,0.0204415733844296,0.445757592669387
"LOC111134715",3425.86497135412,0.000575013201316212,0.0213085125783265,0.82001301015393,0.997763764827644
"LOC111136741",5.03487255556442,0.00028110174067746,0.118106468282609,0.97569382037184,0.999428646099447
"LOC111133714",8.68366474796217,0.00490325658898182,0.116626047732921,0.554575577540941,0.990487201237029
"LOC111133713",117.127295334131,0.016515296696387,0.168849105050227,0.129450050082369,0.829619019219808
"LOC144626704",20.7665611053504,-0.00135578859889374,0.0550726814731054,0.710334248184663,0.995112515406243
"LOC111133636",51.6029673687426,-0.0121240559027822,0.174423134466654,NA,NA
"LOC111135048",5453.3941223174,0.00348938102883428,0.0277545143149003,0.227369214666491,0.913341392769569
"LOC111135387",5653.48702772065,-0.00503961032923684,0.04808544368648,0.136017073441998,0.838092972225518
"LOC111135286",667.23799629144,-7.22566407546332e-05,0.0234417432458657,0.974408412572016,0.99936667679357
"LOC111138459",281.248712825548,0.000512293601485644,0.0307046119220457,0.818369656974492,0.997763764827644
"LOC144626977",400.973344491623,0.000559632694374638,0.0371782364394083,0.824452932904879,0.997763764827644
"LOC111138460",736.556491395345,0.00134567134820659,0.0266301123914345,0.55729751888537,0.990487201237029
"LOC111132046",1568.13949533799,-0.000368272430122776,0.0227747555723421,0.873902327719715,0.997763764827644
"LOC111133828",15436.4635524096,0.00221072674345397,0.132552464922562,0.832039119969308,0.997763764827644
"LOC111135376",4247.3671219221,-2.55332284000614e-05,0.025563585928809,0.990575389660249,0.999428646099447
"LOC111136181",6481.32229564281,-0.00240598276641623,0.0221317446869456,0.403769305443908,0.972750808763138
